Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Vmag,Tmag,Gmag,rmag,imag,Zmag,Jmag,Hmag,Kmag,Teff,ra,dec,logg,rho,dist,eclong,eclat,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Observed Sectors [String],N Sectors_Observed
spoc-s14-s60-b0A-CP,SPOC,233602827,1749.02,CP,282.737770537067,64.4191998047716,282.737228068,64.4194660041,12.2574,0.00728112,2647.5151972,0.0033828,9.04470385496473,1.6702928e-05,1.76531479184096,0.3585741,1611.00101877725,87.23222,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60]",TOI-1749 d / TOI-1749.02; multi,4.68416,0.00982267,2,0.561356008052826,0.0165649,2.24937460876106,1.3561225,495.162818682254,3959.0,157.0,14.2073509192359,17.26894,False,5,5,5,5,5,5,5,2020-02-27 22:12:18+00,2023-06-02 20:12:13+00,13.86,12.2574,13.1798,13.3476,12.783,13.7015,11.069,10.446,10.27,3959.0,282.737770537067,64.4191998047716,4.68416,3.13947,99.5561,343.822738411229,84.3109950088448,19467706.3034959,14.252447825308378,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 23, Sector 24, Sector 25",11.0
spoc-s14-s41-b0A-PC,SPOC,336128819,2136.01,PC,281.176524484804,36.562368209087,281.176343304,36.5631318339,11.7371,0.00737687,2394.59372617679,0.002155869,7.85190820404635,3.6743193e-05,1.63187259568172,0.27211654,3873.95914916701,266.78912,"[26, 40]",,4.87998,0.000834811,1,0.343879997730255,0.0103308,2.17058026165306,0.5446732,379.277755825568,3384.0,157.0,4.89046879575074,14.27448,False,2,4,2,2,4,4,4,2020-08-07 21:59:54+00,2022-02-15 20:18:02+00,14.32,11.7371,12.9643,,,,10.184,9.604,9.343,3384.0,281.176524484804,36.562368209087,4.87998,8.04461,33.3631,287.762675064899,59.3143814295049,6701221.932796862,4.906012782093827,"Sector 14, Sector 26",2.0
spoc-s14-s60-b0A-PC,SPOC,142748283,2096.01,PC,151.619127342946,74.8275341256876,151.618698905,74.8272107182,13.4764,0.00730165,2601.8461723,0.0031127,3.11907156163725,1.2873729e-05,1.15859744654094,0.16846347,2964.58289114435,503.0731,"[14, 20, 21, 40, 41, 47, 53, 60]",L1 candidate in potential multi-planet system; low snr,4.98992,0.014318,1,0.247330993413925,0.00734744,1.62297956985344,0.20758255,454.50041014115,3285.0,157.0,10.084587060342,8.965935,False,2,4,2,2,4,4,4,2020-07-15 20:44:32+00,2023-05-19 16:25:10+00,15.92,13.4764,14.7736,,,,11.877,11.298,11.021,3285.0,151.619127342946,74.8275341256876,4.98992,14.407,48.4809,114.8128552183,56.7216791944483,13818487.972246807,10.116614447472548,"Sector 14, Sector 20, Sector 21",3.0
spoc-s14-s60-b0A-PC,SPOC,455947620,6022.01,PC,340.000749113921,60.8231744482622,340.00124944,60.8234999686,13.7057,0.00731475,2854.58918179498,0.00031364892,1.92810923048424,9.294661e-07,1.41744995002751,0.01998326,107974.235954274,2071.2168,"[17, 57]",v-shaped,4.8548,0.00122399,1,0.369846999645233,0.011002,17.7947707372547,19.28166,597.068559841286,3264.0,157.0,30.0343206726018,116.11209,False,3,4,3,3,4,4,4,2022-12-15 22:35:26+00,2023-05-19 15:22:07+00,16.63,13.7057,15.0202,,,,12.103,11.474,11.222,3264.0,340.000749113921,60.8231744482622,4.8548,7.05854,86.9388,22.9871201265943,60.1571021122729,41154552.765080474,30.129544123689616,"Sector 16, Sector 17, Sector 24",3.0
spoc-s01-s36-b0A-PC,SPOC/QLP,151825527,672.01,PC,167.9904,-39.3278,167.990862653,-39.328115085,11.561,0.045,1546.47998209928,0.00025414512,3.6335735388124,3.272654e-06,1.78090766973933,0.053174198,8659.56899295867,142.72823,"[9, 10, 36]",,4.75169,0.342271,1,0.544067978858948,0.016274,5.09241464006768,0.23408793,613.475999331427,3765.0,65.0,33.4742849468177,51.374588,False,3,4,3,3,4,4,4,2019-05-07 15:39:33+00,2021-07-15 19:05:10+00,13.576,11.6739,12.7364,,,,10.36,9.698,9.507,3659.0,167.990388750459,-39.3277933397934,4.69906,3.35231,66.9071,187.857979497049,-40.2019340266736,45868137.32403272,33.58039328636587,"Sector 9, Sector 10",2.0
spoc-s01-s39-b0A-PC,UNKNOWN,237920046,873.01,PC,56.7343,-63.3373,56.7366362676,-63.3368784178,12.055,0.04,1326.22271185287,0.0019678911,5.93120510162986,2.6424204e-05,2.05770330381396,0.38463053,916.30531407505,89.97431,"[1, 2, 3, 4, 11, 28, 29, 30, 31, 34, 38]",check neighbors; low SNR,4.74005,0.340758,1,0.520399987697601,0.0154554,1.68823540584209,0.51171046,518.027769602356,3797.0,64.0,17.0189658587694,10.211816,False,2,4,2,2,4,4,4,2019-07-12 16:20:28+00,2022-03-21 19:21:10+00,13.996,12.1249,13.1681,,,,10.853,10.199,9.951,3694.0,56.7343236175195,-63.3373008270785,4.7196,3.67446,76.9563,357.386687733938,-75.7355074558057,23320498.315040212,17.073104571934945,"Sector 1, Sector 2, Sector 3, Sector 4, Sector 11",5.0
qlp-s72-faintsearch,FAINT,421006834,6940.01,PC,111.871054,11.4664044,111.870696189,11.4662808579,12.544,0.007,3285.5345393,0.0015231,0.3052608,5e-07,0.309,0.164,1620.0,900.503,"[7, 44, 45, 46, 71, 72]",found in faint-star QLP search,4.85,0.0,1,0.37,0.01,2.03448,0.377961,1043.0,3338.0,157.0,196.562,13.0,False,2,4,2,2,4,4,4,2024-02-29 23:27:38+00,2024-02-29 18:22:38+00,15.043,12.5437,13.8071,,,,10.943,10.318,10.071,3338.0,111.8710540355,11.4664043879907,4.85161,6.9435,51.7699,111.783727378126,-10.3342214350214,531374935.2516598,389.0234125317019,Sector 7,1.0
qlp-s51-tois,SPOC,368287008,2015.01,PC,232.132925088584,27.360797635936,232.1326528,27.3610730467,12.8387,0.00731908,2712.9289088,0.0029226,3.3491408,1.6e-05,1.207,0.25,7210.0,4050.29,"[24, 51]",Some odd-even,4.89993,0.00294439,1,0.32,0.01,5.37673,2.27494,657.0,3223.0,157.0,31.0153,10.0,False,2,4,1,1,4,4,4,2020-06-19 06:00:39+00,2022-09-02 17:28:45+00,16.11,12.8387,14.176,14.9726,13.6507,12.6028,11.118,10.519,10.263,3223.0,232.132925088584,27.360797635936,4.89993,8.93528,47.3444,220.184945302429,44.4718044816513,16012562.511687938,11.722912200824558,Sector 24,1.0
qlp-s62-ffi,SPOC,34068865,731.01,CP,146.1243,-45.7765,146.121463999,-45.7790164817,8.011,0.016,3013.7131001,0.0006209,0.3219233,4e-07,0.199,0.086,204.0,1926.16,"[9, 35, 36, 62]",GJ 367 b,4.82492,0.061282,1,0.46,0.01,2.66076,0.921089,1296.0,3518.0,84.0,469.443,17.0,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00,2023-04-12 16:30:44+00,10.153,8.03194,9.15159,,,,6.632,6.045,5.78,3536.0,146.124319407249,-45.7765071080434,4.77463,4.74165,9.41263,172.949121092877,-54.304515621937,803826232.7203585,588.486967280979,Sector 9,1.0
spoc-s15-b02,SPOC,274662200,1285.01,PC,316.867085133064,46.8649513062235,316.867239555,46.8653733989,10.9313,0.00732298,1712.36640032813,0.0026089381,1.22843879165983,0.000257302,1.91901180477847,0.65036553,1229.49651247718,129.57385,"[15, 16]",TFOP FP,4.71105,0.00888535,1,0.53023,0.015565,1.86626299475715,1.8184054,841.100311605962,3526.0,157.0,118.280234591723,11.960702,False,5,5,5,5,5,5,5,2019-10-17 00:30:12+00,2019-10-17 00:30:12+00,13.152,10.9313,12.0687,,,,9.488,8.835,8.577,3526.0,316.867085133064,46.8649513062235,4.71105,3.53608,41.9934,344.475199991479,58.8116947865715,162073865.83475462,118.65544305242898,"Sector 15, Sector 16",2.0
qlp-s50-tois,SPOC,243313296,2278.01,PC,289.512718341822,56.2360511272339,289.513338349,56.2367793102,12.4199,0.00736175,2690.5836831,0.0033795,1.4663344,8.4e-06,0.447,0.323,920.0,720.34,"[14, 15, 16, 20, 23, 26, 40, 41, 49, 50]",Crowded field; SG1 needs to clear the neighbors; faint target; low SNR,4.9014,0.00283365,1,0.32,0.01,1.87124,0.954504,704.0,3412.0,157.0,40.7842,7.0,False,2,4,2,2,4,4,4,2020-09-30 13:26:56+00,2022-09-07 19:49:01+00,14.89,12.4199,13.6347,,,,10.887,10.32,10.095,3412.0,289.512718341822,56.2360511272339,4.9014,9.00491,43.5829,321.071978132834,76.1944360412242,60183207.40918336,44.06055907084787,"Sector 14, Sector 15, Sector 16, Sector 20, Sector 23",5.0
spoc-s14-s60-b0A-PC,SPOC,422756130,1695.01,CP,21.9207193285896,72.296440540869,21.9217346034,72.29661481,11.0294,0.00738636,1791.51913698489,0.0006383377,3.1342945619236,5.8707283e-06,1.21587959150705,0.33217213,1183.6060713481,76.446625,"[18, 19, 24, 25, 52, 58, 59]",TOI-1695 b,4.72334,0.0086441,1,0.516104996204376,0.0153254,1.79929660611783,1.3256298,618.362863114811,3575.0,157.0,34.5537032510597,19.041552,False,5,5,5,5,5,5,5,2020-01-30 21:16:42+00,2023-05-22 19:22:10+00,12.989,11.0294,12.1364,,,,9.64,8.984,8.818,3575.0,21.9207193285896,72.296440540869,4.72334,3.73709,45.1309,59.7169597661851,55.9833466412553,47347638.3527629,34.66354663225749,"Sector 18, Sector 19, Sector 24, Sector 25",4.0
spoc-s01-s36-b0A-PC,UNKNOWN,244161191,278.01,PC,4.8831,-5.9113,4.88356193051,-5.91156142522,13.099,0.059,1381.77552573919,0.00031334546,0.298730995689558,5.818342e-06,0.621620456830077,0.105019316,6605.10293074771,448.7647,"[3, 30]",likely SV,5.13527,0.496238,1,0.300639003515244,0.00921362,2.52686218838342,0.42984232,944.822863442918,2955.0,95.0,188.331332004364,15.121655,False,4,4,4,4,4,4,4,2018-12-11 21:32:33+00,2021-11-15 17:49:16+00,16.45,13.1672,14.681,,,,11.171,10.618,10.324,2950.0,4.8830938213792,-5.91126788472872,4.925,10.2068,44.397,2.12172073484625,-7.3638441794953,258062851.5674517,188.9296700020036,Sector 3,1.0
qlp-s72-ffi,SPOC/QLP,307809773,4599.02,CP,99.2949955,17.5648151,99.2915428653,17.5662695719,7.899,0.008,3277.8041231,0.0006833,5.7060868,6.3e-06,0.863,0.15,821.0,236.25,"[43, 44, 45, 71, 72]",HD 260655 c,4.77,0.01,2,0.47,0.01,1.89602,0.173003,593.0,3807.0,157.0,20.536,28.0,False,5,5,5,5,5,5,5,2021-11-01 23:34:05+00,2024-01-03 15:39:08+00,9.63,7.89863,8.87604,,,,6.674,6.031,5.862,3807.0,99.2949955338595,17.5648151166418,4.76771,4.58846,10.0055,98.9006906910294,-5.58773492629996,23887557.463740833,17.48825265382624,,1.0
spoc-s42-s46-b02,SPOC,387974148,5551.01,PC,87.1257376632879,18.1795249045598,87.1256175783,18.1795278929,12.4507,0.00746283,2474.72140968427,0.0035494885,2.40541002756624,0.00020328876,1.60877898461514,0.8685588,1279.20234380643,189.45142,"[43, 44, 45]",low SNR,4.69159,0.00963539,1,0.552721977233887,0.0163428,2.0045260678406,2.801834,728.86700401426,3768.0,157.0,66.6982074170434,7.3953786,False,2,4,2,2,4,4,4,2022-05-17 20:08:53+00,2022-05-17 14:58:01+00,14.088,12.4507,13.4543,,,,11.165,10.548,10.325,3768.0,87.1257376632879,18.1795249045598,4.69159,3.24355,99.7999,87.2578894107308,-5.23240191029462,91393260.18284202,66.90966321527463,,1.0
qlp-s49-tois,FAINT,86263325,3884.01,PC,181.5726544,12.5069127,181.571834053,12.5070257608,12.911,0.007,2656.4998239,0.0007065,4.5445569,7.2e-06,1.462,0.06,30740.0,10.5317,"[22, 46, 49]",found in faint-star QLP search; possible in transit ramp,4.92,0.01,1,0.3,0.01,5.7177,0.201745,429.0,3192.0,157.0,5.65747,36.0,False,3,4,3,3,4,4,4,2021-06-23 15:22:05+00,2022-07-13 19:16:05+00,15.744,12.9113,14.2747,,,,11.127,10.552,10.24,3192.0,181.572654395924,12.5069127343743,4.92226,10.0588,43.1448,176.390608365899,12.0839938022432,9476201.786503056,6.937595494748948,Sector 22,1.0
qlp-s52-tois,SPOC,229781583,1245.01,PC,283.535646543169,69.6333009944502,283.535529815,69.6335337817,12.1819,0.0073852,2764.3293173,0.001816,4.8204512,1.22e-05,1.756,0.181,1930.0,1.49496,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52]",Potential L1 candidate,4.71598,0.00882482,1,0.52,0.02,2.36747,0.0993507,572.0,3692.0,157.0,17.8782,20.0,False,2,4,1,1,4,4,4,2019-10-17 00:30:12+00,2022-10-04 20:04:34+00,14.37,12.1819,13.2299,,,,10.863,10.222,10.013,3692.0,283.535646543169,69.6333009944502,4.71598,3.61513,80.0982,37.48520127945,84.1080569252695,31015809.57588873,22.706897302055204,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 22, Sector 23, Sector 25",11.0
spoc-s14-s60-b0A-PC,SPOC,219698776,1243.01,PC,135.734013400945,71.6370312133384,135.732641191,71.6364157563,11.1966,0.00735934,2598.1431637,0.0019616,4.65951692268813,8.162405e-06,0.901182068655105,0.19003154,1725.17062589876,137.73328,"[14, 20, 40, 47, 53, 60]",L1 candidate,4.74553,0.00760071,1,0.490729004144669,0.014421,2.19615072748226,0.5582007,519.900485452084,3489.0,157.0,17.2664038094902,14.432014,False,2,4,1,1,4,4,4,2019-10-17 00:30:12+00,2023-05-25 13:19:25+00,13.427,11.1966,12.359,,,,9.731,9.093,8.878,3489.0,135.734013400945,71.6370312133384,4.74553,4.1364,43.1865,111.27868179414,51.5633412217595,23659391.48087074,17.321210696460042,"Sector 14, Sector 20",2.0
spoc-s01-s39-b02-tier1,SPOC,271169413,4559.01,PC,211.013353074131,-30.0130653649381,211.013537812,-30.0141251819,10.9139,0.00741607,1597.85837225985,0.0013970048,3.96498491783226,1.6125543e-05,1.50928263484553,0.45993468,1220.19335600083,126.20545,"[11, 38]",potential L1 planet,4.80232,0.00517381,1,0.426766991615295,0.0128868,1.53728141187943,1.0142795,522.506874849898,3476.0,157.0,17.6152591928414,9.969001,False,2,4,2,2,4,4,4,2021-10-28 01:52:38+00,2021-10-27 20:21:02+00,13.115,10.9139,12.0797,,,,9.455,8.831,8.619,3476.0,211.013353074131,-30.0130653649381,4.80232,5.42073,31.6354,219.340573916052,-16.3469936185759,24137618.21374062,17.671323927707615,Sector 11,1.0
spoc-s01-s36-b0A-PC,UNKNOWN,439456714,277.01,PC,19.0772,-20.9522,19.0766984987,-20.9532772452,11.681,0.04,1385.03631197881,0.0007959427,3.99344182704717,8.306464e-06,1.96930647255073,0.11264866,5801.89571586399,256.10855,"[3, 30]",,4.7573,0.343554,1,0.523113012313843,0.015618,4.25566447395257,0.24329622,587.922979637705,3748.0,64.0,28.2359720540293,20.975157,False,3,4,3,3,4,4,4,2018-11-30 22:06:26+00,2021-07-13 21:51:57+00,13.632,11.7315,12.7896,,,,10.403,9.767,9.557,3668.0,19.0772306863914,-20.9522043989046,4.71724,3.63558,64.6692,8.87425527261813,-26.7113271170769,38690787.522515945,28.325803866566797,Sector 3,1.0
qlp-s46-tois,UNKNOWN,27649847,521.01,PC,123.3438,12.2217,123.344256674,12.2221079013,12.429,0.168,2575.7966343,0.0016697,1.5428518,5.8e-06,1.146,0.186,2090.0,4.90728,"[7, 34, 44, 45, 46]",potential L1 planet,4.97486,0.436074,1,0.42,0.01,1.99486,0.118323,769.0,3439.0,69.0,58.3426,19.0,False,2,4,1,1,4,4,4,2019-03-22 22:54:00+00,2022-03-10 15:23:56+00,14.691,12.4029,13.5861,,,,10.921,10.357,10.089,3465.0,123.343858386359,12.2217604659286,4.8084,5.58541,60.9425,122.809061131811,-7.50073953362651,82239386.2246013,60.20804624225471,Sector 7,1.0
spoc-s57-b0A,SPOC,343628284,1448.01,PC,316.324129886696,57.7713735281794,316.324002962,57.7710946191,13.1717,0.00736213,2857.18560770407,0.0054910127,8.09708185596449,0.0026823257,3.12785200022151,0.65918344,4723.07243764194,601.42126,"[15, 16, 57]",There is scattered light which may have caused the centroid shift.,4.84373,0.0021442,1,0.381585985422134,0.0113779,2.63540427655515,0.835383,388.129189354761,3391.0,157.0,5.36322753762497,7.6244526,False,2,4,2,2,4,4,4,2019-11-14 17:07:15+00,2023-01-30 14:27:33+00,15.678,13.1717,14.4005,,,,11.599,11.033,10.765,3391.0,316.324129886696,57.7713735281794,4.84373,6.66919,73.3345,359.791415844441,67.3118375091035,7348983.132196179,5.380243415830071,"Sector 15, Sector 16, Sector 17",3.0
qlp-s49-tois,SPOC,219860288,1743.01,PC,257.746405394471,71.8713911069849,257.74733222,71.8722038818,12.4251,0.0074151,2660.4942115,0.0022429,4.2660553,1.4e-05,0.69,0.301,1700.0,1591.15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49]",slightly v-shaped; potential L1 candidate,4.90415,0.00361744,1,0.32,0.01,3.30511,1.40785,506.0,3281.0,157.0,10.8837,11.0,False,2,4,1,1,4,4,4,2020-02-27 22:12:18+00,2022-08-19 16:10:52+00,14.972,12.4251,13.7291,14.567,12.9659,12.1517,10.807,10.246,9.999,3281.0,257.746405394471,71.8713911069849,4.90415,9.13724,41.2758,123.689424732069,83.1624794084199,12270126.808330853,8.983048101267547,"Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 22, Sector 23, Sector 24, Sector 25",11.0
spoc-s01-s46-b02,SPOC,277833995,5524.01,KP,156.4052794,2.514353,156.405498855,2.51388289095,11.758,0.007,1518.11936412884,0.0014216612,2.29801434388549,1.2719716e-05,1.02681602480332,0.48841855,1035.35626408339,173.07994,"[8, 35, 45, 46, 72]",K2-321 b,4.66,0.01,1,0.590524971485138,0.0175564,2.03300961348631,1.5651492,733.875947222071,3650.0,157.0,68.5506563658944,7.174196,False,5,5,5,5,5,5,5,2022-04-20 21:11:28+00,2024-02-01 18:44:58+00,13.677,11.758,12.8241,13.2803,12.3114,12.6375,10.462,9.796,9.567,3650.0,156.405279395225,2.51435304899047,4.65924,2.81793,77.6888,157.227433129722,-6.82360515734348,93932882.7070374,68.76893913395709,Sector 8,1.0
spoc-s62-b0A,SPOC/QLP,54962195,663.02,PC,160.0665,-8.5107,160.065852462,-8.51108270314,11.672,0.04,2989.64255832627,0.0057528075,4.69914655492322,0.0017539107,2.52004734352882,0.39453098,2413.72211739703,376.67136,"[9, 35, 62]",low SNR,4.76941,0.347691,2,0.512360990047455,0.0152398,3.94162041586311,7.739804,552.364892341924,3719.0,64.0,22.0001312561684,9.834454,False,2,4,2,2,4,4,4,2019-05-07 15:39:33+00,2023-10-04 21:49:24+00,13.667,11.7602,12.8191,,,,10.448,9.828,9.607,3664.0,160.066471450283,-8.51072550514979,4.7266,3.7928,64.2308,164.921750798137,-15.6584893215365,30145730.13096303,22.069905881527664,Sector 9,1.0
spoc-s14-s55-b02,SPOC,48353358,6004.01,KP,283.628330399042,48.3910176856712,283.628260229,48.3908081179,12.1042,0.006,1685.77839748506,0.0021677264,9.87868379953592,3.184128e-05,1.88520417170868,0.25458682,1728.74538208164,162.31392,"[14, 26, 40, 41, 53, 54, 55]",Kepler-1651 b,4.86726,0.135649,1,0.460619002580643,0.0505553,2.10831885587288,0.3531921,411.779848684636,3759.27,115.535,6.79487325877486,9.8170185,False,5,5,5,5,5,5,5,2022-12-01 23:00:59+00,2022-12-01 17:11:48+00,13.86,12.1042,13.0716,,,,10.648,9.979,9.804,3759.27,283.628330399042,48.3910176856712,4.86726,5.83242,66.4074,297.966680167483,70.5100577421643,9310762.396643016,6.816476127347785,"Sector 14, Sector 15",2.0
qlp-s48-tois,SPOC,417931300,2068.01,PC,186.275285851536,60.4183722196043,186.273560012,60.4183455478,11.1806,0.00735493,2623.4641584,0.0048826,7.768982,5.77e-05,2.181,0.327,1050.0,2.74014,"[14, 15, 21, 22, 41, 48]",potential L1 planet,4.70036,0.00945482,1,0.54,0.02,1.77405,0.111992,511.0,3700.0,157.0,11.3921,11.0,False,2,4,1,1,4,4,4,2020-07-15 20:44:30+00,2022-06-29 15:47:12+00,13.007,11.1806,12.221,14.9169,11.9557,13.217,9.872,9.237,9.007,3700.0,186.275285851536,60.4183722196043,4.70036,3.37157,52.9328,148.865048932655,55.020326523586,17344806.94558798,12.698257934353943,"Sector 14, Sector 15, Sector 21, Sector 22",4.0
spoc-s06-b02,SPOC,32830028,549.01,PC,86.7522,-24.8422,86.7521818288,-24.8426422292,14.31,0.059,1468.344415,0.000477,0.516278,2.1e-05,0.565611,0.106334,20289.210823,1032.7452,[6],marginal signal,5.10976,0.525773,1,0.169,0.037,2.442348,0.6369,679.615407056527,3009.0,97.0,50.4166360929242,18.210543,False,3,4,3,3,4,4,4,2019-03-28 00:07:14+00,2019-03-28 00:07:14+00,17.6,14.2321,15.6092,,,,12.431,11.843,11.568,3177.0,86.7521702126172,-24.8422179752869,4.91844,9.85666,80.6542,85.5734015071014,-48.2316058856274,171319617.00870597,125.4243239959874,Sector 6,1.0
spoc-CTOIs,CTOI,67512645,6894.01,PC,173.469789084464,12.4509953117042,173.469141805,12.4510906478,14.9046,0.00779053,2639.25865409916,0.00075909606,3.3706302672769,0.00016703657,1.51839443887979,0.046278723,166589.910738589,4493.779,[49],CTOI from Kendra Nguyen (SPOC-FFI); v-shaped,5.02671,0.0192201,1,0.222121000289917,0.00681524,9.38303360122732,0.34857157,409.088783551888,3133.0,157.0,6.61898337423159,49.979717,False,3,4,3,3,4,4,4,2024-02-01 21:37:10+00,2024-02-01 16:27:37+00,,14.9046,16.3092,,,,13.169,12.486,12.207,3133.0,173.469789084464,12.4509953117042,5.02671,17.4605,73.8131,169.052715984278,8.83789053294098,9069667.275160251,6.639968654597776,Sector 22,1.0
qlp-s38-tois,FAINT,243641947,3235.01,PC,207.4749061,-46.0662383,207.473848806,-46.0665139478,13.249,0.008,2355.5540214,0.0002062,2.5926199,1.2e-06,1.269,0.034,78210.0,17.8007,"[11, 38]",V-shaped; found in faint-star QLP search,4.85,0.0,1,0.37,0.01,11.0137,0.376723,537.0,3375.0,157.0,13.8883,143.0,False,3,4,3,3,4,4,4,2021-06-04 13:54:29+00,2022-10-04 21:19:56+00,15.16,13.2486,14.4858,,,,11.706,11.099,10.819,3375.0,207.474906078678,-46.0662382874778,4.85254,6.97695,72.811,223.302963995148,-32.2346422971401,31944960.32478736,23.38713524914946,Sector 11,1.0
spoc-s54-b02,SPOC,328081248,5799.01,PC,301.629383430452,15.9880903194319,301.630179022,15.9891417591,11.1798,0.00736516,2772.3344788269,0.0022545578,4.16454481953557,0.0007537476,1.57254224897364,0.18608984,2612.23974835356,212.54678,[54],potential multi,4.8805,0.000953871,1,0.343358010053635,0.0102719,1.98813927846771,0.1830108,487.302927389249,3521.0,157.0,13.3265300551034,12.77098,False,2,4,1,1,4,4,4,2022-09-22 22:57:15+00,2022-09-22 14:00:20+00,13.29,11.1798,12.3212,,,,9.742,9.192,8.952,3521.0,301.629383430452,15.9880903194319,4.8805,8.06643,27.8123,308.166434950037,35.330958528491,18260912.854719426,13.368945660416873,,1.0
spoc-s14-s55-b0A-CP,SPOC,126606859,4479.01,CP,316.096508022497,24.6541953326347,316.096938776,24.6536738788,12.9374,0.00752822,2797.4063419209,0.001633398,1.15890129424359,7.702015e-06,1.16887016806511,0.19994436,3470.67593016847,277.00897,"[15, 41, 55]",TOI-4479 b,4.80176,0.00495294,1,0.427388995885849,0.012702,2.68297218802467,0.46727428,781.572349418761,3449.0,157.0,88.1856149054927,13.868706,False,5,5,5,5,5,5,5,2021-10-07 00:18:59+00,2023-03-15 19:27:09+00,15.18,12.9374,14.1309,,,,11.444,10.846,10.647,3449.0,316.096508022497,24.6541953326347,4.80176,5.40586,80.6532,327.80435538668,39.3022337034527,120838025.91356479,88.46638801701434,Sector 15,1.0
spoc-s01-s69-b0A-PC,SPOC,415969908,233.02,PC,343.71,-18.9118,343.708612422,-18.9124450595,11.256,0.04,1359.47143682052,0.0021511684,7.20113832861414,1.809162e-05,2.14446806290895,0.25020185,1662.83983064977,146.2334,"[2, 29, 42, 69]",potential multi,4.79912,0.357198,2,0.380272001028061,0.0114291,1.70560024252293,1.2801327,424.223219498593,3644.0,64.0,7.65418128479056,9.993935,False,2,4,1,1,4,4,4,2022-04-20 20:40:06+00,2024-04-24 20:49:44+00,13.342,11.3018,12.4111,,,,9.943,9.33,9.091,3568.0,343.710058965027,-18.9118284079225,4.84496,6.71123,33.773,337.701621142274,-11.0587258740066,10488158.081368057,7.678455977705065,Sector 2,1.0
qlp-s67-ffi,QLP,290348382,1113.01,O,328.7059705,-77.3367543,328.710839245,-77.3374330116,9.669,0.007,3140.2212048,0.0009318,6.4410082,6.6e-06,1.798,0.304,7076.0,288.828,"[13, 27, 67]",2 stars in the same pixel (290348383); retired as TFOP NPC,4.71,0.01,1,0.53,0.02,4.59203,0.175872,471.0,3469.0,157.0,8.2114,35.0,False,5,5,5,5,5,5,5,2019-08-15 15:39:14+00,2023-08-30 12:26:30+00,12.49,9.66865,10.8308,,,,8.192,7.641,7.325,3469.0,328.705970491484,-77.3367542998834,4.70713,3.47467,23.8853,290.821856338157,-58.1975335536806,16865756.398796033,12.34754158300794,Sector 13,1.0
spoc-s01-s72-b0A-CP,SPOC,353475866,1693.01,CP,90.308464784297,34.7731668781624,90.3083454739,34.7730903909,10.6714,0.00745336,1817.68496457737,0.00087178714,1.76669200948258,5.381065e-06,1.41966821621713,0.15623294,830.508297273804,58.453926,"[19, 43, 44, 45, 72]",TOI-1693 b,4.77152,0.00661752,1,0.461259990930557,0.0137244,1.55747343966653,0.14315152,700.854864511965,3474.0,157.0,57.0208083739738,16.687923,False,5,5,5,5,5,5,5,2020-01-30 21:16:42+00,2024-06-06 12:01:00+00,12.962,10.6714,11.8373,,,,9.192,8.533,8.331,3474.0,90.308464784297,34.7731668781624,4.77152,4.67199,30.7947,90.2584181547006,11.3341622691316,78133926.18365352,57.20240941373993,Sector 19,1.0
qlp-s36-faintsearch,FAINT,335590096,4860.01,PC,183.5647447,-13.1748173,183.563960967,-13.1748410578,13.773,0.008,2304.2456131,0.0005869,1.5229985,7.04e-05,1.196,0.156,58060.0,104.313,[36],found in faint-star QLP search,4.87,0.0,1,0.35,0.01,8.99483,0.485033,687.0,3237.0,157.0,37.1159,66.0,False,3,4,3,3,4,4,4,2021-12-21 22:33:24+00,2021-12-21 14:32:25+00,16.47,13.7726,15.1091,,,,12.056,11.431,11.175,3237.0,183.564744730401,-13.1748173085103,4.87111,7.68029,80.1423,188.555990091545,-10.6631005921005,51537387.427853696,37.730892068999694,Sector 10,1.0
